,Emotion,Sentence,Repetition,ActorID,Gender,Path,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
854,Surprise,আমি জানতাম এমন কিছু হবে,3rd Repetition,19,Male,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 19/03-01-04-02-02-03-19.wav,28.244247,0.1372124,25.961203,27.176552,30.369692,4.408489,165.17245,108.16008,-58.576817,91.16698,0.79984015,1.2905056,0.022706686,0.22021589,1.489872,1.4671654,29.770529,28.271486,20.31035,11.100477,0.79409015,1.4755874,14.6238165,1.4920685,20.263895,0.57102096,4.8176537,3.802802,11.370532,2.1277964,0.039846115,1.8735496,1.2934083,0.8630876,6.406596,0.57010967,8.961209,1.8457785,25.288221,0.38035652,630.69055,0.3324045,1249.1929,0.26764718,-116.494606,-0.76192796,1606.0046,0.20985307,971.8595,0.33806658,-119.9675,-0.6925843,2848.836,0.09179104,621.2316,0.6322405,-121.60512,-0.6673135,-18.414108,-0.51596177,26.258614,0.38139653,0.006293843,6.308293,-0.024986478,-0.45132518,1.5086379,0.8321931,32.305534,0.47748676,19.687233,0.5553543,10.158373,1.9900988,-4.3021207,-4.0738735,-1.3611872,7.351185,0.034203663,-0.00011668241,0.16878304,2.1472392,1.5576323,0.294,0.20450915,0.27166665,0.31735453,-20.005447
855,Angry,১২ টা বেজে গেছে,2nd Repetition,19,Male,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 19/03-01-01-01-01-02-19.wav,29.733011,0.12277701,28.144512,30.962585,31.753654,3.6091423,537.30444,613.76733,218.38916,275.8493,0.9042444,1.1409336,0.13997994,0.1698871,2.0420582,1.9020783,21.533909,18.560537,19.74441,11.615463,0.5761663,1.4236736,26.290224,0.4063598,9.393734,1.2456026,2.7077384,8.161188,1.8203226,4.8929234,0.037206974,1.5258995,1.1759942,0.8186669,5.5157123,1.0069375,2.256709,3.1634488,20.60747,0.5021071,539.8268,0.35217607,1143.2906,0.20395187,-90.772766,-0.95584476,1606.9612,0.16194843,809.52594,0.3560285,-95.50176,-0.852713,2683.9556,0.09236456,737.24,0.4681703,-98.42757,-0.80506545,-15.202493,-0.50467205,24.422571,0.2881157,0.03466722,1.2048271,-0.019584948,-0.73745173,0.9114382,0.97709554,28.593084,0.3858998,10.111756,1.2432554,13.806134,1.6253365,0.98443455,10.003138,-7.3228903,24.23796,0.0349847,-0.001552099,0.11388396,2.247191,2.5714285,0.21444444,0.25175434,0.17,0.16807735,-20.34264
856,Surprise,এ কেমন উপহার,3rd Repetition,19,Male,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 19/03-01-04-02-03-03-19.wav,29.214457,0.16230659,25.744122,27.018974,32.7311,6.9869766,361.2444,391.9695,168.65227,203.04681,0.5340211,1.4898597,0.002898896,0.02042469,1.1592677,1.1563687,8.106933,5.693927,13.259665,6.87616,0.37887084,1.5058149,5.9047337,3.7717905,14.535734,1.342499,-4.6346188,-4.2757044,1.4249985,16.556335,0.0372207,1.2546095,1.3721771,0.6988825,4.7315154,0.7628635,8.391406,1.0407493,21.59066,0.59118736,509.08258,0.3943824,1151.3866,0.18664637,-129.2828,-0.6966329,1550.4382,0.26174447,770.0883,0.5526797,-132.18417,-0.63621366,2752.438,0.1035003,894.8719,0.70930964,-133.83134,-0.60965884,-13.434583,-0.46999553,22.481789,0.41180822,0.041159123,1.3663377,-0.03756528,-0.39933372,0.9296718,0.59451777,27.342514,0.5876201,27.745022,0.44042572,3.6702616,6.8120923,-19.375427,-0.55695933,4.025184,5.484481,0.09126068,0.019581545,0.044800945,1.8518518,1.509434,0.24749999,0.18991773,0.31399998,0.35137442,-25.43282
857,Surprise,এ কেমন উপহার,1st Repetition,19,Male,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 19/03-01-04-02-03-01-19.wav,36.339607,0.37433714,22.529385,41.374424,51.939774,29.410389,20.907412,6.0062532,43.955334,22.620722,1.1228234,1.4883906,0.12160598,0.15519968,2.699305,2.5776992,27.827225,21.617512,32.465176,19.070278,1.5077546,1.8256395,22.382437,0.32735434,-10.173078,-1.6915588,0.35739923,51.889896,-4.880859,-3.3261042,0.044000827,1.2556844,1.2656971,0.5965363,5.435084,1.1510545,6.1044374,1.2329885,19.628685,0.5517481,724.65546,0.34470478,1237.1044,0.2213628,-95.88462,-0.8999153,1640.0243,0.14866567,999.4851,0.298588,-85.00608,-0.968931,2761.8975,0.110500515,753.0919,0.45310682,-90.812454,-0.85571367,-7.8957386,-0.89739424,24.318125,0.30181342,0.046636317,1.2013811,-0.0066545233,-1.3609046,2.3816578,1.332245,22.79923,0.2588652,-14.175799,-1.3333107,-2.5608437,-8.663825,-10.247262,-1.7399954,-7.1640816,18.47263,0.024168843,-0.00019961846,0.04797947,1.6759777,2.2727273,0.26624998,0.42865884,0.12666667,0.08027729,-15.9501295
858,Surprise,১২ টা বেজে গেছে,1st Repetition,19,Male,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 19/03-01-04-02-01-01-19.wav,32.21978,0.2064859,27.67387,32.27606,33.73352,6.0596504,1.0867462,30.976892,2852.7979,0.0,0.6442279,1.347307,0.0026733957,0.007062982,1.6419673,1.6392939,19.610216,11.868664,15.091893,6.9272547,0.51946217,1.4713428,-0.40781793,-44.512707,14.448026,0.9635488,-0.07723957,-233.77809,8.404671,2.4274209,0.026601715,1.3722385,1.4259115,0.75276834,5.5720663,0.907066,11.421183,0.8281902,17.92514,0.550263,622.0002,0.3691605,1075.1472,0.30751666,-138.40541,-0.6134743,1699.7317,0.21057718,883.18854,0.33313924,-137.04208,-0.58911204,2783.2976,0.11479749,626.52594,0.66507494,-137.09424,-0.5861867,-11.966405,-0.943692,19.391186,0.6650531,0.039695304,1.0255259,-0.024726124,-0.47428095,1.2066361,0.5668261,15.208073,1.0850657,22.139547,0.5085118,8.576492,2.434849,-9.508998,-1.4297501,3.8045428,0.010751676,0.06284836,0.012674847,0.1368991,2.173913,1.858736,0.188,0.09130169,0.32599998,0.361696,-23.7677
859,Angry,এ কেমন উপহার,1st Repetition,19,Male,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 19/03-01-01-01-03-01-19.wav,31.01453,0.2731629,26.235027,29.198578,30.791393,4.556366,2030.3889,1448.0017,-70.6435,69.00661,0.48484546,1.2975574,0.012546427,0.050365582,1.18985,1.1773036,11.074453,5.4523377,13.217043,10.431756,0.34543055,1.4640273,10.956249,1.6186733,16.975676,0.8377024,-0.28610212,-56.64387,6.8357644,3.9829023,0.031983286,1.3148401,1.5834779,0.6516807,4.7910385,0.8674577,6.2038794,1.1798414,20.18518,0.44265455,546.8353,0.38630056,1064.4978,0.24938099,-132.889,-0.6736967,1635.9055,0.245158,637.77686,0.51193184,-131.49532,-0.6527597,2683.8733,0.0995899,939.1276,0.5836648,-133.39778,-0.6241096,-11.20833,-0.9389074,18.350836,0.6706303,0.05149235,0.62549984,-0.027294038,-0.51975226,0.8347685,0.58796513,24.763514,0.6616859,15.660871,0.9429569,8.28657,2.1710231,-16.599657,-1.1327531,-6.1026626,10.225076,0.010537295,0.0006922848,0.0551463,2.5830257,1.5037595,0.24499999,0.16163228,0.318,0.38222507,-26.610268
860,Sad,১২ টা বেজে গেছে,1st Repetition,19,Male,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 19/03-01-03-02-01-01-19.wav,35.320854,0.33292204,27.653822,30.432182,39.5932,11.939379,288.42392,0.0,-87.84574,68.625404,0.61570746,1.50363,0.0026990932,0.010805573,1.4776723,1.4749732,21.914248,16.284262,24.357336,13.697902,0.56435114,1.645063,-3.5443447,-5.598154,14.785977,0.89112717,-3.5001054,-3.3181326,3.4266007,8.163855,0.049683206,0.95168823,2.4969327,0.55209553,0.8169637,5.459485,-5.1363835,-1.1733756,11.911953,1.5703608,573.862,0.4398445,1165.4493,0.48959997,-145.45724,-0.6006779,1577.797,0.2356603,1046.8408,0.31492254,-135.86063,-0.6372725,2754.9487,0.15868376,893.45526,0.4048357,-136.13675,-0.63247657,-1.8951217,-7.9292874,11.216382,1.6538835,0.10267106,0.25483492,-0.016831903,-0.8154298,1.5291789,0.6482872,8.693644,3.306557,10.280003,1.4966041,-8.890438,-1.8770876,-19.61143,-0.606507,4.591562,-0.60354084,0.050822083,0.012506685,0.09202727,3.3707867,2.3121388,0.1375,0.026809514,0.26999998,0.3419795,-25.699461
861,Angry,আমি জানতাম এমন কিছু হবে,1st Repetition,19,Male,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 19/03-01-01-01-02-01-19.wav,28.086796,0.17491382,26.291605,27.15833,29.012016,2.7204113,-15.088044,28.382572,170.43217,0.0,0.78525436,1.0948788,0.011388015,0.4948126,1.4964017,1.4850136,14.128412,11.8778305,9.132553,7.2163663,0.4178188,1.233431,14.94402,1.5834099,18.58697,0.741442,-0.8759008,-18.020172,3.207492,5.170081,0.0145439515,1.2429743,1.0373027,1.1314752,6.4923778,0.6412018,4.9456506,1.2053175,27.128136,0.31325617,539.36816,0.32058594,1294.2815,0.21125615,-93.934135,-1.0062051,1486.8998,0.18660437,906.2908,0.4068528,-100.490776,-0.87318045,2660.5352,0.09154583,707.61304,0.482631,-104.917114,-0.7888268,-14.532462,-0.5055234,25.22244,0.34775367,0.040686328,0.68600965,-0.023881879,-0.42153084,0.7225672,0.6868396,30.823124,0.5027697,19.15679,0.6584094,-0.10520995,-182.15488,-5.497816,-2.0170827,-0.8532397,5.0715146,0.054668922,0.0059252474,0.041389346,2.922078,1.320132,0.415,0.27152348,0.42,0.32782108,-24.096224
862,Surprise,আমি জানতাম এমন কিছু হবে,1st Repetition,19,Male,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 19/03-01-04-02-02-01-19.wav,31.416916,0.3360592,26.314262,27.802084,33.274773,6.9605103,99.12003,48.592793,174.56491,121.053314,0.8866128,1.3904406,0.0025328326,0.31126028,1.8337625,1.8312297,35.139347,26.625578,20.914137,11.850383,0.8878548,1.6535153,4.4631085,5.5609374,13.79238,1.0296364,16.530804,1.8797295,11.36146,1.9047116,0.03852148,1.5094887,1.6519157,0.72432613,4.1377497,1.2723466,5.89026,3.5726118,6.563877,3.4509664,715.0617,0.65443194,1034.447,0.28925472,-107.4671,-0.83872396,1789.4746,0.2760319,715.9617,0.5129784,-110.14742,-0.78114617,2872.1467,0.14294416,587.85675,0.661801,-106.7287,-0.82579464,-10.961787,-1.3814791,16.794802,0.80110663,-0.047640614,-1.4142942,-0.019184738,-0.8680968,1.4886597,1.1672114,16.944342,1.4631972,17.610159,0.77227455,29.018988,1.0271277,2.4138188,8.309446,1.4047686,3.7694135,0.042808045,0.012588796,0.25464004,2.7607362,1.8691589,0.27333334,0.19507833,0.23833333,0.303173,-19.42724
863,Happy,১২ টা বেজে গেছে,3rd Repetition,19,Male,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 19/03-01-02-01-01-03-19.wav,31.981892,0.22226405,28.48389,29.79103,33.19135,4.7074585,37.27328,0.0,-110.271385,0.0,0.25500572,1.2569603,0.003816407,0.057108685,0.5181141,0.51429766,8.571681,7.316826,7.6605453,3.8954709,0.11258587,1.3925384,10.886575,2.4651377,13.939229,1.1370735,10.043652,2.2396245,10.546885,2.2986708,0.03919204,2.6187694,1.4028273,0.6892517,6.9859962,0.56670666,4.8262863,1.3669877,23.344799,0.43758646,518.0601,0.4240987,1100.7784,0.33567554,-116.10628,-0.8178701,1609.4812,0.18014345,760.16846,0.40744087,-120.80199,-0.71803135,2599.8518,0.10822697,781.593,0.3935617,-121.28988,-0.710582,-15.086542,-0.7585497,22.680592,0.48271966,0.083244205,0.4955191,-0.02620596,-0.6103798,0.23443712,0.6513253,30.924,0.7855792,7.695151,2.2446487,25.720308,0.87863857,-8.622893,-2.358093,-1.478905,3.9742632,0.07045723,0.007741626,0.014043476,3.007519,0.7662836,0.585,0.24499999,0.4633333,0.3546203,-36.08348
864,Surprise,এ কেমন উপহার,2nd Repetition,09,Male,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 09/03-01-04-02-03-02-09.wav,33.15451,0.20850283,27.394402,33.684418,39.452457,12.058056,401.7726,387.67053,144.47855,80.22308,0.31629652,1.3921573,0.024472445,0.026281776,0.68046784,0.65599537,5.8739357,4.53413,7.9810944,3.8076193,0.15525593,1.5120428,23.143314,0.49829686,2.4117715,3.8005817,-2.2963002,-6.430357,-4.9521008,-2.5546932,0.06768216,1.8290297,1.2705047,1.0701151,7.145207,0.83593374,4.543419,1.5280465,24.840212,0.6141022,530.9092,0.3922754,1316.3467,0.19293703,-139.12674,-0.65051323,1498.5493,0.18183431,1179.9073,0.5613414,-132.54453,-0.6611634,2534.0586,0.12383527,938.8643,0.3835751,-135.51295,-0.6191282,-15.7460165,-0.5657366,28.406004,0.47578648,0.0864576,0.21966211,-0.025988577,-0.38599545,0.39096305,0.5648155,31.721357,0.42104694,8.506651,1.4102726,-5.232348,-4.343515,-15.129583,-1.0006568,-6.2949634,15.440762,0.11902039,-3.166861e-06,0.01649988,1.6528926,0.83798885,0.44,0.15748015,0.5475,0.46815464,-33.013947
865,Happy,এ কেমন উপহার,3rd Repetition,09,Male,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 09/03-01-02-01-03-03-09.wav,30.545326,0.13171454,27.211681,28.589775,35.926365,8.714684,182.08215,116.939766,18.350985,5.8273535,0.41448843,1.6324059,0.008443993,0.044196635,1.1399256,1.1314816,9.751762,8.218901,12.354248,3.694865,0.18839072,1.8837458,17.437983,1.0553244,-1.8726524,-3.258534,3.7933428,2.94477,-3.482683,-3.4481554,0.009675993,1.1831176,0.80460596,0.7999899,7.375877,0.5158848,3.3961213,2.6162937,22.161146,0.27431476,596.90393,0.40361708,1229.4014,0.15781422,-139.76195,-0.6467158,1620.1396,0.22430082,965.3758,0.34698758,-143.53125,-0.5928929,2571.2234,0.0990434,870.284,0.47808635,-145.47859,-0.5633927,-13.017161,-0.48578453,21.233047,0.32878247,0.10940658,0.14893968,-0.029300444,-0.47076994,0.6050002,0.67771775,35.867603,0.28159857,-3.436229,-3.0464838,7.8264174,2.1349452,-17.478811,-0.7170536,-2.6095386,9.299738,0.103091665,0.0011368718,0.008513094,1.8292683,0.931677,0.32,0.06377042,0.5475,0.5040523,-29.273388
866,Angry,আমি জানতাম এমন কিছু হবে,2nd Repetition,09,Male,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 09/03-01-01-01-02-02-09.wav,27.678577,0.1698192,26.442833,28.708687,30.74981,4.3069763,89.105644,89.661736,84.08417,63.042885,0.55555475,1.3414713,0.008705926,0.033155255,1.2063601,1.1976541,15.797944,12.19957,17.022892,9.4565,0.3938626,1.6240324,17.523481,1.2587154,0.8298519,10.262384,6.209022,1.8565029,-1.7225307,-6.428415,0.03028623,1.1328713,1.5746083,0.66245586,4.112319,1.0071443,0.2534522,42.775524,22.762344,0.55651736,455.56973,0.36094055,1354.0704,0.13694888,-119.73479,-0.82339764,1423.2871,0.14719595,1041.6504,0.34337282,-122.6995,-0.7583574,2436.2844,0.091356546,848.87506,0.40037122,-126.40304,-0.70145875,-12.933169,-0.35483238,23.677671,0.23767482,0.09060724,0.2377183,-0.021258956,-0.5087475,0.92378515,0.77719784,36.880043,0.31345397,-2.1169703,-4.5599527,7.909256,1.6418928,-6.9516745,-2.0109248,-2.600461,10.023642,0.113203496,0.004878856,0.040649034,2.857143,0.8720931,0.45999998,0.26318562,0.4975,0.4333806,-26.74554
867,Sad,আমি জানতাম এমন কিছু হবে,1st Repetition,09,Male,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 09/03-01-03-02-02-01-09.wav,36.75,0.12924838,33.460567,37.420784,41.113182,7.6526146,146.04025,128.61058,65.77292,54.059807,0.5808556,2.216333,0.022857705,0.024368726,0.69383454,0.6709768,39.37139,30.0354,37.433353,20.998524,0.49894473,2.5968843,14.355657,0.82056946,-4.828032,-1.4511513,-2.8605056,-2.8927796,-6.8477187,-1.7550006,0.03083103,1.2636158,1.1815504,0.72011036,6.4693627,0.90870243,4.581373,1.6278913,18.081823,0.32108548,571.82776,0.44007677,1152.7347,0.17550297,-172.22282,-0.39659715,1578.846,0.19473122,832.8166,0.25206938,-157.34389,-0.498486,2622.3018,0.14104828,643.4433,0.3490064,-158.86035,-0.476145,-9.476404,-0.67130375,19.990112,0.37669864,0.103484616,0.2401907,-0.015200751,-0.68397534,2.1406195,0.9019401,23.448788,0.45383582,-10.141706,-1.1973118,-0.10619411,-143.06584,-23.967964,-0.5899187,-3.4854367,11.981443,0.12651265,0.001962418,0.0032672356,1.3071896,0.32948932,0.7,0.31,2.305,1.4549999,-22.558151
868,Angry,এ কেমন উপহার,1st Repetition,09,Male,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 09/03-01-01-01-03-01-09.wav,31.18468,0.08885297,28.57894,30.72339,33.710297,5.131357,37.313328,13.218432,32.78781,11.187079,0.24046712,1.822693,0.008742991,0.028293768,0.5386478,0.5299048,10.631234,8.578568,8.655683,4.9660926,0.12235718,2.0356748,15.378161,1.192665,2.223851,3.886329,8.113404,1.7014391,-5.0952983,-2.721698,0.033433236,1.3191645,1.3367785,0.7701322,5.7238293,0.47674903,5.873498,1.0859963,18.186586,0.43416116,477.6451,0.4099369,1210.3527,0.20861755,-156.2176,-0.5247422,1539.7334,0.1968113,896.01715,0.47644073,-154.73094,-0.50985456,2494.3894,0.09748714,778.95496,0.26624414,-155.0264,-0.50465256,-11.409717,-0.43822306,18.856342,0.29202774,0.101925604,0.20983852,-0.025052179,-0.4840482,0.46430787,0.63627195,30.921202,0.33669055,-1.1767565,-10.547563,20.26832,0.96213657,-24.70909,-0.52943295,-5.3890224,13.42516,0.1171652,0.0013072676,0.009685136,1.1527377,0.5865103,0.42,0.17999999,0.84,0.6197311,-34.912407
869,Happy,আমি জানতাম এমন কিছু হবে,2nd Repetition,09,Male,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 09/03-01-02-01-02-02-09.wav,29.065538,0.1754799,26.711437,28.122879,30.4264,3.714962,156.41176,157.79494,59.81871,72.378204,0.2677764,1.4919769,0.030448403,0.03395309,0.49328,0.4628316,8.336128,7.078945,9.043088,4.1454654,0.13571617,1.6239082,24.386763,0.7069554,3.9178412,1.8857712,10.01228,1.3375372,0.2683585,30.265574,0.03029942,2.0168226,1.5014011,0.7050092,5.0546436,0.7519334,1.292728,2.6821084,27.191391,0.35702258,501.73804,0.34840927,1433.0499,0.23895186,-130.37694,-0.7153644,1440.2626,0.12621722,1081.6039,0.33481297,-134.28824,-0.6471467,2471.2556,0.10552038,896.41785,0.28641137,-136.80298,-0.6010708,-14.785128,-0.4479361,27.246504,0.3598672,0.094558254,0.17858599,-0.019738745,-0.4702526,0.34964526,0.704921,39.592922,0.3440043,2.410095,4.5703692,7.3696823,2.4707754,-1.691612,-7.0973544,-8.624019,16.60086,0.114792965,-0.004014736,0.016700635,2.3498695,1.591512,0.21833333,0.14123464,0.575,0.52523804,-34.62637
870,Angry,১২ টা বেজে গেছে,2nd Repetition,09,Male,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 09/03-01-01-01-01-02-09.wav,32.86143,0.14567374,29.442646,33.129936,37.464397,8.021751,151.97737,141.10823,61.135693,57.66662,0.41992864,1.5294017,0.01916019,0.020255037,0.80987215,0.79071194,15.500821,10.569272,17.24278,8.799007,0.27397004,1.712272,19.38972,0.5389476,-2.5348623,-3.1281517,-2.1733563,-6.166937,0.38299412,20.915194,0.071964934,2.3231363,1.021057,0.65565246,4.9548774,0.9331617,5.8908134,1.5449847,17.510244,0.39089087,522.49274,0.4018623,1247.5908,0.21036567,-132.63017,-0.7059683,1539.9921,0.1654027,900.0505,0.3219397,-129.52078,-0.6906059,2491.2126,0.09671796,963.756,0.45148522,-129.98668,-0.6831826,-10.984774,-0.41915733,19.867456,0.29186317,0.102720834,0.23763876,-0.021900877,-0.69524497,0.681579,0.74151963,28.580805,0.36002767,-3.0732243,-3.927232,5.1348,3.5626833,2.4973233,4.732369,-4.8045573,14.642273,0.12619096,0.0025639285,0.026477536,2.1472392,0.93457943,0.39999998,0.41960296,0.48499998,0.462304,-29.615438
871,Surprise,১২ টা বেজে গেছে,2nd Repetition,09,Male,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 09/03-01-04-02-01-02-09.wav,34.764248,0.17893332,27.655851,34.463608,42.34112,14.68527,150.67752,159.28433,40.743015,23.006226,0.41566834,1.5267287,0.039463,0.04174747,0.8300029,0.7905399,14.8955965,7.854451,12.030205,7.0380716,0.22410773,1.6208483,19.457806,0.76301086,-1.5815786,-6.632764,-0.77017796,-16.835884,-5.504049,-1.84166,0.03327394,2.032408,1.1608781,0.87913394,7.6099854,0.7235249,6.0757866,1.2398672,19.668983,0.5549694,492.44205,0.46038038,1274.425,0.24023913,-150.57053,-0.55981284,1522.4534,0.17017055,844.4606,0.32378474,-136.25136,-0.6268448,2539.2302,0.120244555,866.2195,0.400492,-138.49432,-0.5946355,-13.043005,-0.5064862,24.2984,0.37416705,0.096118785,0.22009148,-0.02283749,-0.5594979,0.6142417,0.6031052,26.434923,0.6201403,5.4859533,2.1568289,-0.4745758,-41.971054,-7.15918,-2.1253648,-4.0738983,13.000475,0.13179228,-0.0006084333,0.012138382,1.6260164,0.82417583,0.42666668,0.1759419,0.5725,0.5283642,-28.873947
872,Surprise,আমি জানতাম এমন কিছু হবে,2nd Repetition,09,Male,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 09/03-01-04-02-02-02-09.wav,34.146263,0.14117964,30.119654,36.45017,37.861618,7.7419643,219.9607,222.45532,98.39942,88.92105,0.4431631,1.1637646,0.024440512,0.23427652,0.85014045,0.8256999,6.1743245,4.6245413,6.545545,2.5103953,0.16578157,1.2510644,22.637827,0.53199196,-0.29636788,-39.268173,1.927637,8.968741,-8.011308,-1.4657428,0.026322978,2.8539286,0.9491489,0.8814685,8.59851,0.6524789,5.92786,1.0644163,22.830088,0.47851986,598.9895,0.4278063,1203.2783,0.21550886,-116.159935,-0.8273626,1603.8638,0.17322454,837.89557,0.49611133,-110.41334,-0.80378735,2671.88,0.124834605,810.962,0.51753664,-112.40012,-0.772871,-12.526564,-0.674647,24.897316,0.42681456,0.09745368,0.2293999,-0.017838849,-0.81787133,0.3177964,0.6118777,29.025433,0.42287397,2.3931592,5.9495883,5.4668484,4.1146684,-14.0217495,-0.9294433,-5.2072015,14.360405,0.12929732,3.803776e-06,0.013746894,2.188184,0.88495576,0.56,0.28939593,0.438,0.46863204,-31.45334
873,Happy,১২ টা বেজে গেছে,2nd Repetition,09,Male,/kaggle/input/beasc-dataset/t9h6p943xy-2/BEASC Dataset/Actor 09/03-01-02-01-01-02-09.wav,31.464209,0.12851493,29.070591,31.053053,35.217968,6.147377,287.39264,275.41608,22.318348,26.209057,0.21583751,1.6351088,0.027138915,0.028708838,0.41351604,0.38637713,7.252444,5.198976,8.0177555,4.038601,0.0878586,1.7379993,21.688494,0.8014238,4.1895437,2.018883,6.3897524,2.0018382,0.18167627,45.630062,0.04949949,2.4316704,1.6997111,0.8454216,6.8869715,0.74972117,6.706562,1.056843,26.658457,0.32687813,411.3196,0.24011959,1376.5326,0.21441813,-150.27866,-0.56750494,1348.0419,0.13322559,1055.2362,0.28477567,-147.9351,-0.55717593,2290.9653,0.13468058,842.94037,0.4368754,-150.85759,-0.51572174,-14.81772,-0.45820057,28.724016,0.31616792,0.1033741,0.2673345,-0.016081728,-0.6488384,0.2889959,0.53527063,39.85036,0.25955933,2.500962,4.759254,0.8840826,22.970428,-5.7899227,-1.7101879,-7.4068146,14.974499,0.11482639,-0.0016861832,0.0073831934,1.6447369,0.6711409,0.42499998,0.405,0.6933333,0.4129837,-35.725952
